,year,state,sl55,sl65,sl70,sl75,slnone,seatbelt,minage,zerotol,gdl,bac10,bac08,perse,totfat,nghtfat,wkndfat,totfatpvm,nghtfatpvm,wkndfatpvm,statepop,totfatrte,nghtfatrte,wkndfatrte,vehicmiles,unem,perc14_24,sl70plus,sbprim,sbsecon,d80,d81,d82,d83,d84,d85,d86,d87,d88,d89,d90,d91,d92,d93,d94,d95,d96,d97,d98,d99,d00,d01,d02,d03,d04,vehicmilespc
87,1991,5,0,1,0,0,0,1,21,1,0,0,1,1,4688,2212,1076,1.820000052,0.859000027,0.418000013,30470736,15.39000034,7.260000229,3.529999733,257.582428,7.699999809,14.80000019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8453.436523
88,1992,5,0,1,0,0,0,1,21,1,0,0,1,1,4192,1943,926,1.600000024,0.741999984,0.352999985,30974659,13.53000069,6.269999504,2.99000001,262,9.300000191,14.30000114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8458.527344
89,1993,5,0,1,0,0,0,1,21,1,0,0,1,1,4164,1883,907,1.559999943,0.704999983,0.340000004,31274928,13.30999947,6.019999981,2.899999857,266.9230957,9.399999619,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8534.731445
90,1994,5,0,1,0,0,0,1,21,1,0,0,1,1,4232,1946,954,1.559999943,0.717000008,0.351999998,31484435,13.43999958,6.179999828,3.029999971,271.282074,8.600000381,13.69999981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8616.387695
91,1995,5,0,1,0,0,0,1,21,1,0,0,1,1,4192,1989,988,1.519999981,0.721000016,0.35800001,31696582,13.22999954,6.28000021,3.120000124,275.7894592,7.800000191,13.50000095,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8700.920898
92,1996,5,0,0.016000001,0.984000027,0,0,1,21,1,0,0,1,1,3989,1855,864,1.429999948,0.665000021,0.310000002,32018834,12.46000099,5.789999962,2.700000048,278.9510498,7.199999809,13.50000095,0.984000027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8712.092773
93,1997,5,0,0,1,0,0,1,21,1,0,0,1,1,3688,1679,818,1.289999962,0.587000012,0.286000013,32486010,11.35000038,5.170000076,2.519999981,285.8914795,6.300000191,13.60000038,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8800.449219
94,1998,5,0,0,1,0,0,1,21,1,0.5,0,1,1,3494,1591,774,1.200000048,0.546000004,0.266000003,32987675,10.59000015,4.819999695,2.349999905,291.1666565,5.900000095,13.79999924,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8826.52832
95,1999,5,0,0,1,0,0,1,21,1,1,0,1,1,3559,1669,803,1.190000057,0.558000028,0.268000007,33499204,10.62000084,4.980000019,2.399999857,299.0756226,5.199999809,14.10000038,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8927.842773
96,2000,5,0,0,1,0,0,1,21,1,1,0,1,1,3753,1719,872,1.220000029,0.559000015,0.282999992,33871648,11.07999992,5.079999924,2.569999933,307.6229248,4.900000095,14.20000076,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9082.018555
97,2001,5,0,0,1,0,0,1,21,1,1,0,1,1,3956,1833,873,1.269999981,0.588,0.280000001,34600463,11.43000031,5.299999714,2.519999981,311.4960632,5.400000095,14.30000114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9002.65625
98,2002,5,0,0,1,0,0,1,21,1,1,0,1,1,4088,1960,1003,1.273000002,0.610000014,0.312000006,35001986,11.64999962,5.590000153,2.860000134,321.1023865,6.699999809,14.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9173.833008
99,2003,5,0,0,1,0,0,1,21,1,1,0,1,1,4224,1952,989,1.302999973,0.601999998,0.305000007,35484453,11.87999916,5.490000248,2.779999971,324.2307739,6.699999809,14.80000019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9137.262695
100,2004,5,0,0,1,0,0,1,21,1,1,0,1,1,4120,1958,981,1.25,0.593999982,0.298000008,35894000,11.47999954,5.450000286,2.730000019,329.6000061,6,15.09999943,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9182.592773
101,1980,6,1,0,0,0,0,0,18,0,0,0,0,0,709,384,197,3.200000048,1.73300004,0.888999999,2889964,24.53000069,13.28999996,6.819999695,22.15625,5.900000095,19.60000038,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7666.618164
102,1981,6,1,0,0,0,0,0,18,0,0,0,0,0,756,412,233,3.38499999,1.843999982,1.042999983,2977893,25.79999924,13.8399992,7.820000172,22.33699989,5.5,18.89999962,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500.940918
103,1982,6,1,0,0,0,0,0,18,0,0,0,0,0,668,344,170,2.74000001,1.411000013,0.697000027,3061566,21.81999969,11.23999977,5.550000191,24.37956047,7.699999809,18.09999847,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7963.101563
104,1983,6,1,0,0,0,0,0,18,0,0,0.5,0,0.5,646,358,203,2.599999905,1.440999985,0.816999972,3133629,20.62000084,11.42000008,6.480000019,24.84614944,6.599999905,17.39999962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7928.874023
105,1984,6,1,0,0,0,0,0,18,0,0,1,0,1,608,304,152,2.329999924,1.164999962,0.583000004,3169991,19.18000031,9.590000153,4.789999962,26.09441948,5.599999905,16.79999924,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8231.701172
106,1985,6,1,0,0,0,0,0,18,0,0,1,0,1,579,264,122,2.210000038,1.008000016,0.465999991,3208723,18.04000092,8.230000496,3.799999952,26.19910049,5.900000095,16.30000114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8164.961426
107,1986,6,1,0,0,0,0,0,18,0,0,1,0,1,603,289,172,2.289999962,1.09800005,0.652999997,3237450,18.63000107,8.930000305,5.31000042,26.33188057,7.400000095,15.80000114,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8133.524902
108,1987,6,0.25,0.75,0,0,0,2,19.5,0,0,1,0,1,591,246,132,2.190000057,0.912,0.488999993,3260480,18.12999916,7.539999962,4.050000191,26.98630142,7.699999809,15.29999924,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8276.788086
109,1988,6,0,1,0,0,0,2,21,0,0,1,0,1,497,212,125,1.799999952,0.768000007,0.453000009,3262280,15.22999954,6.5,3.829999924,27.61110878,6.400000095,14.80000019,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8463.746094
110,1989,6,0,1,0,0,0,2,21,0,0,1,0,1,527,237,114,1.909999967,0.859000027,0.412999988,3275822,16.09000015,7.230000019,3.480000019,27.59161949,5.800000191,14.39999962,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8422.807617
111,1990,6,0,1,0,0,0,2,21,0,0,1,0,1,544,229,122,2,0.842000008,0.449000001,3303862,16.46999931,6.930000305,3.689999819,27.20000076,5,14.10000038,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8232.790039
112,1991,6,0,1,0,0,0,2,21,0,0,1,0,1,543,240,137,1.960000038,0.865999997,0.495000005,3387119,16.03000069,7.090000153,4.039999962,27.70408058,5.099999905,13.79999924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8179.246094
113,1992,6,0,1,0,0,0,2,21,0,0,1,0,1,522,261,139,1.690000057,0.845000029,0.449999988,3495939,14.93000031,7.46999979,3.980000019,30.88756943,6,13.69999981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8835.271484
114,1993,6,0,1,0,0,0,2,21,0,0,1,0,1,559,224,115,1.710000038,0.685000002,0.351999998,3613734,15.47000027,6.199999809,3.179999828,32.69005966,5.300000191,13.69999981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9046.061523
115,1994,6,0,1,0,0,0,2,21,0,0,1,0,1,586,259,134,1.74000001,0.768999994,0.398000002,3724168,15.73999977,6.949999809,3.600000143,33.67816162,4.199999809,13.60000038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9043.136719
116,1995,6,0,1,0,0,0,2,21,0,0,1,0,1,645,300,160,1.840000033,0.856000006,0.456,3826653,16.86000061,7.839999676,4.180000305,35.05435181,4.199999809,13.60000038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9160.578125
117,1996,6,0,0.5,0,0.5,0,2,21,0,0,1,0,1,617,248,107,1.710000038,0.686999977,0.296999991,3919972,15.73999977,6.329999924,2.730000019,36.08187103,4.199999809,13.60000038,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9204.625
118,1997,6,0,0,0,1,0,2,21,0.5,0,1,0,1,613,256,130,1.620000005,0.676999986,0.344000012,4018293,15.26000023,6.370000362,3.24000001,37.83951187,3.299999952,13.79999924,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9416.8125
119,1998,6,0,0,0,1,0,2,21,1,0,1,0,1,628,263,133,1.600000024,0.670000017,0.338999987,4116639,15.26000023,6.389999866,3.230000019,39.25,3.799999952,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9534.476563
120,1999,6,0,0,0,1,0,2,21,1,0.5,1,0,1,626,223,117,1.539999962,0.549000025,0.287999988,4226018,14.80999947,5.279999733,2.769999981,40.64935303,2.900000095,14.20000076,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9618.831055
121,2000,6,0,0,0,1,0,2,21,1,1,1,0,1,681,275,133,1.629999995,0.657999992,0.317999989,4301261,15.82999992,6.389999866,3.089999914,41.77914047,2.799999952,14.39999962,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9713.230469
122,2001,6,0,0,0,1,0,2,21,1,1,1,0,1,741,325,151,1.730000019,0.759000003,0.352999985,4430989,16.72000122,7.329999924,3.409999847,42.83237076,3.700000048,14.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9666.548828
123,2002,6,0,0,0,1,0,2,21,1,1,1,0,1,743,338,165,1.702000022,0.773999989,0.377999991,4501051,16.48999977,7.5,3.659999847,43.64706039,5.699999809,14.59999943,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9697.082031
124,2003,6,0,0,0,1,0,2,21,1,1,1,0,1,642,274,139,1.48300004,0.633000016,0.32100001,4550688,13.89000034,5.929999828,3.00999999,43.28767014,6,14.59999943,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9512.334961
125,2004,6,0,0,0,1,0,2,21,1,1,0.5,0.5,1,665,273,144,1.450000048,0.595000029,0.31400001,4601000,14.45000076,5.929999828,3.129999876,45.86207199,5.400000095,14.59999943,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9967.848633
126,1980,7,1,0,0,0,0,0,18,0,0,0,0,0,575,366,227,3,1.909999967,1.184000015,3107576,18.5,11.77999973,7.300000191,19.16666985,5.900000095,18.09999847,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6167.723633
127,1981,7,1,0,0,0,0,0,18,0,0,0,0,0,518,333,193,2.674999952,1.720000029,0.996999979,3128831,18.01000023,10.64000034,6.170000076,19.36599922,6.199999809,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6189.532227
128,1982,7,1,0,0,0,0,0,18.5,0,0,0,0,0,515,332,199,2.559999943,1.649999976,0.989000022,3139006,16.40999985,10.57999992,6.340000153,20.11718941,6.900000095,17.70000076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6408.777344
129,1983,7,1,0,0,0,0,0,19.5,0,0,0,0,0,438,263,131,2.119999886,1.273000002,0.634000003,3162346,13.85000038,8.319999695,4.139999866,20.66038132,6,17.39999962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6533.245117
130,1984,7,1,0,0,0,0,0,20,0,0,0,0,0,469,280,139,2.230000019,1.33099997,0.661000013,3180026,14.75,8.800000191,4.369999886,21.03139114,4.599999905,17.20000076,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6613.59082
131,1985,7,1,0,0,0,0,0,20.5,0,0,0.25,0,0,448,244,122,2,1.088999987,0.545000017,3201131,14,7.620000362,3.810000181,22.39999962,4.900000095,16.89999962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6997.526855
132,1986,7,1,0,0,0,0,1,21,0,0,1,0,0,455,263,146,1.889999986,1.092000008,0.606000006,3223742,14.11000061,8.159999847,4.53000021,24.07406998,3.799999952,16.59999847,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7467.740723
133,1987,7,1,0,0,0,0,1,21,0,0,1,0,0,449,250,140,1.799999952,1.001999974,0.56099999,3247292,13.82999992,7.699999809,4.309999943,24.94443893,3.299999952,16.10000038,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7681.612305
134,1988,7,1,0,0,0,0,1,21,0,0,1,0,0,484,236,132,1.860000014,0.907000005,0.507000029,3271967,14.78999996,7.210000038,4.029999733,26.02150917,3,15.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7952.864746
135,1989,7,1,0,0,0,0,1,21,0,0,1,0,0,406,211,104,1.549999952,0.805999994,0.397000015,3283411,12.36999989,6.430000305,3.170000076,26.19355011,3.700000048,14.69999981,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7977.542969
136,1990,7,1,0,0,0,0,1,21,0,0,1,0,1,385,214,109,1.460000038,0.811999977,0.412999988,3289056,11.71000004,6.510000229,3.309999943,26.3698597,5.199999809,14.10000038,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8017.455078
137,1991,7,1,0,0,0,0,1,21,0,0,1,0,1,310,174,102,1.159999967,0.651000023,0.381999999,3302895,9.390000343,5.269999981,3.089999914,26.72414017,6.800000191,13.40000057,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8091.125977
138,1992,7,1,0,0,0,0,1,21,0,0,1,0,1,296,154,80,1.120000005,0.583000004,0.303000003,3300712,8.970000267,4.670000076,2.420000076,26.42856979,7.599999905,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8006.930176
139,1993,7,1,0,0,0,0,1,21,0,0,1,0,1,342,168,78,1.269999981,0.624000013,0.289999992,3309175,10.32999992,5.079999924,2.360000134,26.92913055,6.300000191,12.60000038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8137.717285
140,1994,7,1,0,0,0,0,1,21,0,0,1,0,1,310,158,94,1.139999986,0.58099997,0.345999986,3316121,9.350000381,4.760000229,2.829999924,27.19297981,5.599999905,12.19999981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8200.237305
141,1995,7,1,0,0,0,0,1,21,0.25,0,1,0,1,317,149,75,1.129999995,0.531000018,0.26699999,3324144,9.539999962,4.480000019,2.25999999,28.05309868,5.5,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8439.195313
142,1996,7,1,0,0,0,0,1,21,1,0,1,0,1,310,142,73,1.100000024,0.504000008,0.259000003,3336685,9.289999962,4.260000229,2.190000057,28.18181992,5.699999809,11.69999981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8446.053711
143,1997,7,1,0,0,0,0,1,21,1,0,1,0,1,339,165,90,1.190000057,0.578999996,0.316000015,3349348,10.11999989,4.929999828,2.690000057,28.48739052,5.099999905,11.69999981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8505.354492
144,1998,7,0.75,0.25,0,0,0,1,21,1,0,1,0,1,329,149,72,1.120000005,0.507000029,0.245000005,3365352,9.779999733,4.429999828,2.140000105,29.375,3.400000095,11.69999981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8728.65625
145,1999,7,0,1,0,0,0,1,21,1,0,1,0,1,301,130,82,1.00999999,0.43599999,0.275000006,3386401,8.890000343,3.840000153,2.420000076,29.80198097,3.200000048,11.80000019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8800.488281
146,2000,7,0,1,0,0,0,1,21,1,0,1,0,1,341,172,92,1.110000014,0.560000002,0.298999995,3405565,10.01000023,5.050000191,2.700000048,30.72072029,2.200000048,12.10000038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9020.741211
147,2001,7,0,1,0,0,0,1,21,1,0,1,0,1,318,162,82,1.029999971,0.524999976,0.266000003,3434602,9.260000229,4.720000267,2.389999866,30.87378883,3.299999952,12.39999962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8989.044922
148,2002,7,0,1,0,0,0,1,21,1,0,0.5,0.5,1,325,172,86,1.039999962,0.550000012,0.275000006,3458587,9.309999466,4.929999828,2.460000038,31.26214027,4.300000191,12.60000038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9038.992188
149,2003,7,0,1,0,0,0,1,21,1,0,0,1,1,298,163,81,0.953000009,0.521000028,0.259000003,3483372,8.43999958,4.619999886,2.289999962,31.27659988,5.5,12.89999962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8978.828125
150,2004,7,0,1,0,0,0,1,21,1,0,0,1,1,291,144,61,0.920000017,0.455000013,0.193000004,3504000,8.300000191,4.110000134,1.74000001,31.63043022,4.5,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9026.949219
151,1980,8,1,0,0,0,0,0,18,0,0,0,0,0,153,102,50,3.599999905,2.400000095,1.175999999,594338,25.73999786,17.15999985,8.409999847,4.25,7.699999809,19.79999924,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7150.812988
152,1981,8,1,0,0,0,0,0,18,0,0,0,0,0,111,66,35,2.49000001,1.480000019,0.785000026,595971,17.38000107,11.06999969,5.869999886,4.458000183,7.900000095,19.69999886,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7480.22998
153,1982,8,1,0,0,0,0,0,18,0,0,0,0,0.166999996,122,70,38,2.660000086,1.526000023,0.828999996,599135,20.36000061,11.68000031,6.340000153,4.586470127,8.5,19.30000114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7655.15332
154,1983,8,1,0,0,0,0,0,18,0,0,0.833000004,0,1,110,66,40,2.25,1.350000024,0.818000019,605415,18.17000008,10.90000057,6.610000134,4.888890266,8.100000381,18.79999924,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8075.270508
155,1984,8,1,0,0,0,0,0,21,0,0,1,0,1,130,63,33,2.529999971,1.225999951,0.64200002,611516,21.25999832,10.29999924,5.400000095,5.138339996,6.199999809,18.29999924,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8402.625977
156,1985,8,1,0,0,0,0,0,21,0,0,1,0,1,104,68,35,1.940000057,1.268000007,0.652999997,618285,16.81999969,11,5.659999847,5.360819817,5.300000191,17.80000114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8670.467773
157,1986,8,1,0,0,0,0,0,21,0,0,1,0,1,136,83,42,2.359999895,1.440000057,0.728999972,627555,21.67000008,13.22999954,6.690000534,5.762710094,4.300000191,17.29999924,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9182.796875
158,1987,8,1,0,0,0,0,0,21,0,0,1,0,1,146,79,38,2.400000095,1.299000025,0.625,636954,22.92000008,12.39999962,5.970000267,6.083330154,3.200000048,16.69999886,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9550.658203
159,1988,8,1,0,0,0,0,0,21,0,0,1,0,1,160,81,39,2.5,1.266000032,0.609000027,647583,24.70999908,12.51000023,6.019999981,6.400000095,3.200000048,16.10000038,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9882.90332
160,1989,8,1,0,0,0,0,0,21,0,0,1,0,1,116,66,35,1.789999962,1.018000007,0.540000021,658232,17.61999893,10.03000069,5.320000172,6.480450153,3.5,15.60000038,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9845.237305
161,1990,8,1,0,0,0,0,0,21,0,0,1,0,1,138,74,32,2.109999895,1.131000042,0.488999993,669063,20.62999916,11.05999947,4.779999733,6.540279865,5.199999809,15.09999943,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9775.282227
162,1991,8,1,0,0,0,0,0,21,0,0,1,0,1,102,49,32,1.519999981,0.730000019,0.476999998,683080,14.93000031,7.170000076,4.679999828,6.710529804,6.300000191,14.59999943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9823.929688
163,1992,8,1,0,0,0,0,2,21,0,0,1,0,1,140,64,37,2.029999971,0.927999973,0.537,694925,20.15000153,9.210000038,5.320000172,6.896549702,5.300000191,14.20000076,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9924.164063
164,1993,8,1,0,0,0,0,2,21,0,0,1,0,1,110,56,27,1.600000024,0.814999998,0.393000007,706378,15.57000065,7.929999828,3.819999933,6.875,5.300000191,13.79999924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9732.749023
165,1994,8,1,0,0,0,0,2,21,0,0,1,0,1,112,67,36,1.590000033,0.950999975,0.510999978,717545,15.60999966,9.340000153,5.019999504,7.044029713,4.900000095,13.50000095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9816.847656
166,1995,8,1,0,0,0,0,2,21,0.5,0,1,0,1,121,54,20,1.610000014,0.718999982,0.266000003,729734,16.57999992,7.400000095,2.739999771,7.515529633,4.300000191,13.19999981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10298.99902
167,1996,8,0.044,0.95599997,0,0,0,2,21,1,0,1,0,1,116,51,20,1.50999999,0.663999975,0.25999999,740977,15.65999985,6.880000114,2.700000048,7.682120323,5.199999809,12.89999962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10367.55566
168,1997,8,0,1,0,0,0,2,21,1,0,1,0,1,143,83,41,1.789999962,1.039000034,0.513000011,751487,19.03000069,11.03999996,5.460000038,7.98883009,4,12.89999962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10630.69629
169,1998,8,0,1,0,0,0,2,21,1,0,1,0,1,115,46,28,1.399999976,0.560000002,0.340999991,763335,15.06999969,6.029999733,3.670000076,8.214289665,3.799999952,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10761.05469
170,1999,8,0,1,0,0,0,2,21,1,0.5,1,0,1,100,55,26,1.169999957,0.643999994,0.30399999,774990,12.89999962,7.099999905,3.350000143,8.547009468,3.5,13.19999981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11028.54199
171,2000,8,0,1,0,0,0,2,21,1,1,1,0,1,123,67,39,1.49000001,0.811999977,0.472000003,783600,15.70000076,8.550000191,4.980000019,8.255030632,3.900000095,13.50000095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10534.75098
172,2001,8,0,1,0,0,0,2,21,1,1,1,0,1,136,63,33,1.580000043,0.731999993,0.382999986,796599,17.06999969,7.909999847,4.139999866,8.607589722,3.400000095,13.89999962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10805.42383
173,2002,8,0,1,0,0,0,2,21,1,1,1,0,1,124,59,33,1.399999976,0.666000009,0.372999996,805945,15.39000034,7.319999695,4.090000153,8.857139587,4.199999809,14.10000038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10989.75684
174,2003,8,0,1,0,0,0,1,21,1,1,1,0,1,142,81,41,1.570000052,0.896000028,0.453000009,817491,17.36999893,9.909999847,5.019999504,9.044589996,4.400000095,14.20000076,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11063.83984
